supplement_area,platform,source_area,rent,title,layout,area_m2,floor,community,district_business,address,tags,residential_priority,local_score,source_url,source_filter_url,coverage_note,raw_evidence
曹路,anjuke,曹路,4000,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看,1室1厅,56,低层(共18层),金海华城康平佳苑,浦东-曹路,龚路支路473弄1-22号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4638266086957071,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,近地铁 原木风 一居室 主卧朝南 隔音好 干湿分离 随时看 安选 1室1厅|56平米|低层(共18层) 金海华城康平佳苑   浦东-曹路 -龚路支路473弄1-22号 整租 朝南 有电梯 9号线  常浩 4000 元/月
曹路,anjuke,曹路,4000,出门就是曹路地铁口。民用水电，可付一押一，有车位,1室1厅,54,低层(共18层),金海华城永华苑,浦东-曹路,龚华路35弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4582770021032961,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,出门就是曹路地铁口。民用水电，可付一押一，有车位 安选 1室1厅|54平米|低层(共18层) 金海华城永华苑   浦东-曹路 -龚华路35弄 整租 朝南 有电梯 9号线  宋兰伟 4000 元/月
曹路,anjuke,曹路,4000,紧邻地铁口 豪华装修 大落地窗 可租赁备案民用水电,1室1厅,54,低层(共17层),金海华城永华苑,浦东-曹路,龚华路35弄,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4583797197925384,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,紧邻地铁口 豪华装修 大落地窗 可租赁备案民用水电 安选 1室1厅|54平米|低层(共17层) 金海华城永华苑   浦东-曹路 -龚华路35弄 整租 朝南 有电梯 9号线  王俊华 4000 元/月
曹路,anjuke,曹路,4000,9号线曹路地铁口福民佳苑高档小区电梯房采光十足周边小吃一条街,1室1厅,56,中层(共8层),金海华城福民佳苑,浦东-曹路,银峰路285弄1-52号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4605480948247565,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线曹路地铁口福民佳苑高档小区电梯房采光十足周边小吃一条街 安选 1室1厅|56平米|中层(共8层) 金海华城福民佳苑   浦东-曹路 -银峰路285弄1-52号 整租 朝南 有电梯 9号线  吴文健 4000 元/月
曹路,anjuke,曹路,4000,曹路地铁口800米。电梯洋房，有固定车位，门口商场,1室1厅,54,中层(共8层),金海华城福民佳苑,浦东-曹路,银峰路285弄1-52号,朝南 有电梯 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4604985872636928,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,曹路地铁口800米。电梯洋房，有固定车位，门口商场 安选 1室1厅|54平米|中层(共8层) 金海华城福民佳苑   浦东-曹路 -银峰路285弄1-52号 整租 朝南 有电梯 9号线  宋兰伟 4000 元/月
曹路,anjuke,曹路,4000,"金钻苑(南区398弄,359弄) 南北通透 拎包入住 通风好",1室1厅,50,中层(共6层),"金钻苑(南区398弄,359弄)",浦东-曹路,"海松路398弄,海顺路359弄",朝南 9号线,normal,86,https://sh.zu.anjuke.com/fangyuan/4601112902233093,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj107-mt1/,from_existing_export; needs_geocode_and_staleness_check,"金钻苑(南区398弄,359弄) 南北通透 拎包入住 通风好 安选 1室1厅|50平米|中层(共6层) 金钻苑(南区398弄,359弄)   浦东-曹路 -海松路398弄,海顺路359弄 整租 朝南 9号线  孙杰 4000 元/月"
曹路、金桥/浦兴,anjuke,曹路,2500,9号线金桥地铁口附近 整租独立厨卫拎包入住 押一付一,1室1厅,38,共4层,春耘路225号园区,浦东-曹路,春耘路225号,朝南 有电梯 9号线,low,83,https://sh.zu.anjuke.com/fangyuan/4622171684496384,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线金桥地铁口附近 整租独立厨卫拎包入住 押一付一 安选 1室1厅|38平米|共4层 春耘路225号园区   浦东-曹路 -春耘路225号 整租 朝南 有电梯 9号线  庞亚强 2500 元/月
曹路,anjuke,曹路,2500,整租1室户，9号线民雷路地铁口，精装修公寓，1室1厅。,1室1厅,30,共3层,曹路创新产业园,浦东-曹路,川沙路718号,朝南 有电梯 9号线,low,83,https://sh.zu.anjuke.com/fangyuan/4609513550617615,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,整租1室户，9号线民雷路地铁口，精装修公寓，1室1厅。 安选 1室1厅|30平米|共3层 曹路创新产业园   浦东-曹路 -川沙路718号 整租 朝南 有电梯 9号线  张才 2500 元/月
曹路,anjuke,曹路,2500,整租公寓，可做饭，朝南无遮挡，近9号线民雷路地铁站。,1室1厅,35,共3层,曹路创新产业园,浦东-曹路,川沙路718号,朝南 有电梯 9号线,low,83,https://sh.zu.anjuke.com/fangyuan/4615122046753798,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,整租公寓，可做饭，朝南无遮挡，近9号线民雷路地铁站。 安选 1室1厅|35平米|共3层 曹路创新产业园   浦东-曹路 -川沙路718号 整租 朝南 有电梯 9号线  张才 2500 元/月
曹路、金桥/浦兴,anjuke,曹路,2800,9号线地铁站 整租独立厨卫民用水电 可月付 可短租近金桥华为,1室1厅,30,共4层,宝龙公馆,浦东-曹路,民民路380弄,朝南 9/12号线,low,83,https://sh.zu.anjuke.com/fangyuan/4616293086848000,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线地铁站 整租独立厨卫民用水电 可月付 可短租近金桥华为 安选 1室1厅|30平米|共4层 宝龙公馆   浦东-曹路 -民民路380弄 整租 朝南 9/12号线  庞亚强 2800 元/月
曹路,anjuke,曹路,3008,顾唐路地铁口 精装loft 近华为 小米 金闽园 随时欢迎看,1室1厅,45,高层(共16层),金泰广场,浦东-曹路,金海路2668弄,朝南 有电梯 9/12号线,low,78,https://sh.zu.anjuke.com/fangyuan/4286494314340358,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 顾唐路地铁口 精装loft 近华为 小米 金闽园 随时欢迎看 安选 1室1厅|45平米|高层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  张聪 3008 元/月
曹路,anjuke,曹路,3050,顾唐路招商花园城精美装修loft干湿分离直达华为小米,1室1厅,45,高层(共16层),金泰广场,浦东-曹路,金海路2668弄,朝南 有电梯 9/12号线,low,78,https://sh.zu.anjuke.com/fangyuan/4563932853939209,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 顾唐路招商花园城精美装修loft干湿分离直达华为小米 安选 1室1厅|45平米|高层(共16层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  杨华燕 3050 元/月
曹路,anjuke,唐镇,3800,免佣！整租一房 可月付 有车位 可办租赁备案,1室1厅,54.3,中层(共6层),金利公寓,浦东-唐镇,南曹路901弄,朝南 2号线,low,78,https://sh.zu.anjuke.com/fangyuan/4639728675872775,https://sh.zu.anjuke.com/fangyuan/pudong-q-tangzhen/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,免佣！整租一房 可月付 有车位 可办租赁备案 安选 1室1厅|54.3平米|中层(共6层) 金利公寓   浦东-唐镇 南曹路901弄 整租 朝南 2号线  郝玉坤 3800 元/月
曹路、金桥/浦兴,anjuke,曹路,2700,白领公寓 非合租 物业招租 9号线地铁口 直达金桥东方万国,1室1厅,20,共3层,曹路创新产业园,浦东-曹路,川沙路718号,朝南 9号线,low,73,https://sh.zu.anjuke.com/fangyuan/4609479822713868,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,白领公寓 非合租 物业招租 9号线地铁口 直达金桥东方万国 安选 1室1厅|20平米|共3层 曹路创新产业园   浦东-曹路 -川沙路718号 整租 朝南 9号线  张才 2700 元/月
曹路,anjuke,曹路,3000,9号线地铁口-8号楼3楼朝南过道平成,1室1厅,18,共3层,曹路创新产业园,浦东-曹路,川沙路718号,朝南 9号线,low,73,https://sh.zu.anjuke.com/fangyuan/4588075007697926,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线地铁口-8号楼3楼朝南过道平成 安选 1室1厅|18平米|共3层 曹路创新产业园   浦东-曹路 -川沙路718号 整租 朝南 9号线  曹征 3000 元/月
曹路、金桥/浦兴,anjuke,曹路,3000,整租公寓 非合租 物业招租 9号线地铁口 直达金桥东方万国,1室1厅,20,共3层,曹路创新产业园,浦东-曹路,川沙路718号,朝南 9号线,low,73,https://sh.zu.anjuke.com/fangyuan/4609488065686533,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,整租公寓 非合租 物业招租 9号线地铁口 直达金桥东方万国 安选 1室1厅|20平米|共3层 曹路创新产业园   浦东-曹路 -川沙路718号 整租 朝南 9号线  张才 3000 元/月
曹路、金桥/浦兴,anjuke,曹路,3600,朝南LOFT女孩子都喜欢LOFT公寓 近金桥 华为小米,1室1厅,60,高层(共21层),金泰广场,浦东-曹路,金海路2668弄,朝南 有电梯 9/12号线,low,71,https://sh.zu.anjuke.com/fangyuan/4627942239267854,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 朝南LOFT女孩子都喜欢LOFT公寓 近金桥 华为小米 安选 1室1厅|60平米|高层(共21层) 金泰广场   浦东-曹路 -金海路2668弄 整租 朝南 有电梯 9/12号线  范玉朋 3600 元/月
曹路,anjuke,曹路,3600,真实价格！长短租灵活可选，家具家电齐全民用水电福民佳苑整租,1室1厅,60,高层(共7层),金海华城福民佳苑,浦东-曹路,银峰路285弄1-52号,安选 1室1厅|60平米|高层(共7层) 金海华城福民佳苑   浦东-曹路 -银峰路285弄1-52号 整租 朝南 有电梯 9号线,low,71,https://sh.zu.anjuke.com/fangyuan/4605367019662341,https://sh.zu.anjuke.com/fangyuan/pudong-q-caolu/x1-fx1-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check,真实价格！长短租灵活可选，家具家电齐全民用水电福民佳苑整租 安选 1室1厅|60平米|高层(共7层) 金海华城福民佳苑   浦东-曹路 -银峰路285弄1-52号 整租 朝南 有电梯 9号线  张艳如 3600 元/月
金桥/浦兴,anjuke,金桥,3200,整租金桥租房 两室一厅干湿分离 现房拎包入住,2室1厅,55,共4层,金高路2216弄50号楼,浦东-金桥,金高路2216弄50号,朝南 有电梯 9号线,normal,108,https://sh.zu.anjuke.com/fangyuan/4287060164910095,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx2-zj106-mt1/,from_existing_export; needs_geocode_and_staleness_check, 整租金桥租房 两室一厅干湿分离 现房拎包入住 安选 2室1厅|55平米|共4层 金高路2216弄50号楼   浦东-金桥 -金高路2216弄50号 整租 朝南 有电梯 9号线  何荣华 3200 元/月
金桥/浦兴,anjuke,金桥,2500,9号线金桥地铁口，朝南一房一厅，实体墙，隔音效果好安全有保障,1室1厅,42,中层(共7层),东陆路2018号楼,浦东-金桥,东陆路2018号,朝南 有电梯 9号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4622405394865165,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线金桥地铁口，朝南一房一厅，实体墙，隔音效果好安全有保障 安选 1室1厅|42平米|中层(共7层) 东陆路2018号楼   浦东-金桥 -东陆路2018号 整租 朝南 有电梯 9号线  蒋建平 2500 元/月
金桥/浦兴,anjuke,金桥,2500,近9号线金桥地铁站，朝南，一室一厅,1室1厅,40,低层(共11层),新金桥路230号楼,浦东-金桥,新金桥路230号,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4640537886138375,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,近9号线金桥地铁站，朝南，一室一厅 安选 1室1厅|40平米|低层(共11层) 新金桥路230号楼   浦东-金桥 -新金桥路230号 整租 朝南 有电梯 9/14号线  姚燕燕 2500 元/月
金桥/浦兴,anjuke,金桥,2500,你很难不爱！我是业主 民用水电 押一付一 拎包入住O费用,1室1厅,45,共4层,金桥路1111号楼,浦东-金桥,金桥路1111号,朝南 有电梯 6/9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4632223642606596,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 你很难不爱！我是业主 民用水电 押一付一 拎包入住O费用 安选 1室1厅|45平米|共4层 金桥路1111号楼   浦东-金桥 -金桥路1111号 整租 朝南 有电梯 6/9/14号线  唐博 2500 元/月
金桥/浦兴,anjuke,金桥,2680,实拍|9号线金桥禹州国际朝南大平层 独厨独卫 民用水电好看房,1室1厅,47.5,低层(共17层),禹洲金桥国际一期,浦东-金桥,金港路333弄,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4630669896412160,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,实拍|9号线金桥禹州国际朝南大平层 独厨独卫 民用水电好看房 安选 1室1厅|47.5平米|低层(共17层) 禹洲金桥国际一期   浦东-金桥 -金港路333弄 整租 朝南 有电梯 9/14号线  栾壮壮 2680 元/月
金桥/浦兴,anjuke,金桥,2680,9号线金桥站禹州国际一室一厅近华为通用小米东方万国金领之都,1室1厅,43.5,低层(共16层),禹洲金桥国际一期,浦东-金桥,金港路333弄,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4554537265015813,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线金桥站禹州国际一室一厅近华为通用小米东方万国金领之都 安选 1室1厅|43.5平米|低层(共16层) 禹洲金桥国际一期   浦东-金桥 -金港路333弄 整租 朝南 有电梯 9/14号线  郭巧芝 2680 元/月
金桥/浦兴,anjuke,金桥,2700,9号线金桥 近华为 小米 万国 直达世纪大道 陆家嘴拎包入住,1室1厅,42.2,中层(共29层),禹洲金桥国际一期,浦东-金桥,金港路333弄,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4542714073492494,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,9号线金桥 近华为 小米 万国 直达世纪大道 陆家嘴拎包入住 安选 1室1厅|42.2平米|中层(共29层) 禹洲金桥国际一期   浦东-金桥 -金港路333弄 整租 朝南 有电梯 9/14号线  刘小梅 2700 元/月
金桥/浦兴,anjuke,金桥,2800,实拍9号线金桥禹州整租一房空间大采光好干湿分离近通用小米华为,1室1厅,41.8,中层(共19层) 7日内实拍验真,7日内实拍验真 禹洲金桥国际一期,浦东-金桥,金港路333弄,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4636278512083982,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check,实拍9号线金桥禹州整租一房空间大采光好干湿分离近通用小米华为 安选 1室1厅|41.8平米|中层(共19层) 7日内实拍验真 禹洲金桥国际一期   浦东-金桥 -金港路333弄 整租 朝南 有电梯 9/14号线  杨安琪 2800 元/月
金桥/浦兴,anjuke,金桥,2800,由度慧谷，近9号线台儿庄地铁站，精装一房一厅，南北通透,1室1厅,45,中层(共23层),由度慧谷,浦东-金桥,新金桥路230号,朝南 有电梯 9/14号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4530018134666243,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check, 由度慧谷，近9号线台儿庄地铁站，精装一房一厅，南北通透 安选 1室1厅|45平米|中层(共23层) 由度慧谷   浦东-金桥 -新金桥路230号 整租 朝南 有电梯 9/14号线  李忻 2800 元/月
金桥/浦兴,anjuke,金桥,2800,近新嘉中心 金桥新村四街坊 家电齐全 阳光充足 急租房源,1室1厅,41.7,中层(共6层),金桥新村四街坊,浦东-金桥,"长岛路1267弄,长岛路1203弄,长岛路1201弄,博兴路916弄,博兴路986弄",朝南 6/9号线,normal,103,https://sh.zu.anjuke.com/fangyuan/4568334792039431,https://sh.zu.anjuke.com/fangyuan/pudong-q-jinqiao/x1-fx1-zj105-mt1/,from_existing_export; needs_geocode_and_staleness_check," 近新嘉中心 金桥新村四街坊 家电齐全 阳光充足 急租房源 安选 1室1厅|41.7平米|中层(共6层) 金桥新村四街坊   浦东-金桥 -长岛路1267弄,长岛路1203弄,长岛路1201弄,博兴路916弄,博兴路986弄 整租 朝南 6/9号线  刘福林 2800 元/月"
